,Mean,Median,Std,Years,Mean_detrended,resid
95,10.022677595628416,10.7,6.869559969947285,1996.0,-0.5000181290966452,-0.9206784204110529
96,10.966027397260273,10.4,6.869889457123272,1997.0,0.41351449687157427,0.40949410524251684
97,10.877808219178082,11.3,7.524971294636086,1998.0,0.29547814312573806,0.30322668315671947
98,11.178630136986301,11.4,7.423498722513206,1999.0,0.5664828852703199,0.3946316258465138
99,11.798907103825135,11.6,6.812775984173026,2000.0,1.1569426764455155,0.9555454702007554
100,11.010684931506848,11.5,7.074545830327498,2001.0,0.3389033284635836,-0.044784117041825056
101,11.43205479452055,10.8,6.495077374972481,2002.0,0.7304560158136475,0.38367762859844684
102,11.73123287671233,11.7,8.771138351510238,2003.0,0.9998169223417896,0.7549038869991531
103,11.148360655737706,11.7,7.234660487796277,2004.0,0.38712752570352116,-0.000758076829636134
104,10.74958904109589,11.5,8.258440976244932,2005.0,-0.04146126460193322,-0.36310809232172975
105,11.224931506849316,12.0,7.985309850946641,2006.0,0.40406402548785536,0.3076009091912415
106,11.213150684931508,11.6,6.865584837128087,2007.0,0.36246602790640914,0.2697910732816593
107,10.82295081967213,10.6,7.035695137179275,2008.0,-0.057551013016613695,-0.24110940373948583
108,11.254520547945205,12.1,7.783023410577929,2009.0,0.34420153959282374,0.2565627769368404
109,10.106575342465755,10.5,7.965513617811734,2010.0,-0.8335608415502644,-0.910296502154707
110,11.465753424657533,11.9,6.8735961439426,2011.0,0.4958000649778693,0.5722989412448756
111,10.968852459016395,11.45,7.764210995212071,2012.0,-0.03091807632690724,0.03432157138587759
112,10.246027397260274,10.8,7.765658895172412,2013.0,-0.7835603137466656,-0.9064592006593932
113,11.735068493150683,12.4,5.966157101391365,2014.0,0.6756636064800983,0.8255947532192511
114,11.635342465753423,11.0,7.663466578906793,2015.0,0.5461204034192004,0.563098715336534
115,11.095901639344262,10.25,7.132699896599899,2016.0,-0.02313759865359799,-0.3052111801630109
116,11.32876712328767,11.1,7.830818930622191,2017.0,0.1799107096261725,0.04417301014303568
117,12.307671232876713,12.4,7.486393980860891,2018.0,1.1289976435515694,1.0784658849068645
118,11.821095890410959,11.2,7.276030866437497,2019.0,0.6126051254221778,0.3209838148864226
119,12.161748633879782,11.6,7.0162833077385205,2020.0,0.9234406932273629,0.5264471894532369
120,10.896261682242992,10.0,6.929394762962071,2021.0,-0.371863434073072,-0.7176854513734476
